"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 27, 2018","87.68","86.22","87.70","85.50","4.34M","1.67%"
"Nov 26, 2018","86.24","86.39","87.25","85.21","5.23M","0.71%"
"Nov 23, 2018","85.63","85.60","86.55","84.90","1.61M","-0.60%"
"Nov 21, 2018","86.15","88.50","88.78","85.37","6.53M","-2.20%"
"Nov 20, 2018","88.09","89.00","89.71","87.86","5.37M","-1.55%"
"Nov 19, 2018","89.48","91.29","92.34","89.11","5.97M","-2.24%"
"Nov 16, 2018","91.53","89.73","92.00","89.20","8.69M","1.54%"
"Nov 15, 2018","90.14","87.63","90.29","85.96","10.37M","2.07%"
"Nov 14, 2018","88.31","89.05","89.40","86.45","7.27M","0.10%"
"Nov 13, 2018","88.22","90.00","90.88","88.20","7.24M","-1.64%"
"Nov 12, 2018","89.69","88.75","89.89","88.50","9.34M","1.01%"
"Nov 09, 2018","88.79","87.83","89.53","87.56","9.17M","1.21%"
"Nov 08, 2018","87.73","87.13","89.71","87.00","9.33M","0.89%"
"Nov 07, 2018","86.96","84.15","87.22","84.14","10.38M","3.94%"
"Nov 06, 2018","83.66","82.73","84.23","82.31","7.95M","1.31%"
"Nov 05, 2018","82.58","79.45","83.83","79.27","10.32M","3.80%"
"Nov 02, 2018","79.56","84.18","84.42","78.76","12.78M","-0.81%"
"Nov 01, 2018","80.21","77.71","80.65","77.50","10.67M","3.03%"
"Oct 31, 2018","77.85","80.98","81.58","77.74","14.07M","-4.58%"
"Oct 30, 2018","81.59","81.93","82.88","80.13","5.24M","0.28%"
"Oct 29, 2018","81.36","82.15","83.17","79.94","4.34M","0.71%"
"Oct 26, 2018","80.79","81.02","81.53","79.43","6.18M","-1.15%"
"Oct 25, 2018","81.73","80.40","83.19","79.66","9.17M","2.92%"
"Oct 24, 2018","79.41","82.84","83.13","79.26","8.69M","-4.28%"
"Oct 23, 2018","82.96","82.58","84.59","81.50","8.10M","-1.55%"
"Oct 22, 2018","84.27","88.53","88.53","83.50","7.62M","-4.21%"
"Oct 19, 2018","87.97","89.26","89.99","87.97","7.06M","-2.15%"
"Oct 18, 2018","89.90","91.85","92.40","89.22","4.42M","-2.57%"
"Oct 17, 2018","92.27","91.82","92.41","90.83","2.86M","0.39%"
"Oct 16, 2018","91.91","89.78","91.98","89.53","3.79M","3.06%"
"Oct 15, 2018","89.18","90.51","90.60","89.17","4.83M","-1.67%"
"Oct 12, 2018","90.69","90.71","91.08","88.90","5.71M","-0.01%"
"Oct 11, 2018","90.70","93.00","93.38","89.61","9.99M","-2.56%"
"Oct 10, 2018","93.08","93.85","95.39","92.99","5.31M","-1.58%"
"Oct 09, 2018","94.57","94.71","95.26","93.80","3.63M","-0.25%"
"Oct 08, 2018","94.81","94.07","95.37","93.75","3.31M","0.46%"
"Oct 05, 2018","94.38","94.10","95.27","92.91","4.19M","0.58%"
"Oct 04, 2018","93.84","95.81","95.81","93.26","4.43M","-2.26%"
"Oct 03, 2018","96.01","94.64","96.60","94.60","4.80M","1.89%"
"Oct 02, 2018","94.23","95.34","95.35","93.47","6.79M","-0.81%"
"Oct 01, 2018","95.00","94.74","95.64","94.33","3.76M","0.44%"
"Sep 28, 2018","94.58","94.00","95.16","93.84","4.53M","0.47%"
"Sep 27, 2018","94.14","94.35","94.89","93.96","3.03M","-0.04%"
"Sep 26, 2018","94.18","94.29","95.11","93.85","4.66M","0.43%"
"Sep 25, 2018","93.78","93.48","94.64","93.40","5.30M","0.39%"
"Sep 24, 2018","93.42","92.30","93.98","91.95","5.91M","1.26%"
"Sep 21, 2018","92.26","92.85","93.33","92.05","9.95M","-0.45%"
"Sep 20, 2018","92.68","91.43","93.12","90.62","5.99M","1.82%"
"Sep 19, 2018","91.02","91.71","92.24","90.40","8.45M","-1.72%"
"Sep 18, 2018","92.61","95.35","96.06","92.41","10.24M","-2.89%"
"Sep 17, 2018","95.37","95.40","96.16","94.80","3.99M","-0.32%"
"Sep 14, 2018","95.68","96.29","96.40","94.92","3.45M","-0.67%"
"Sep 13, 2018","96.33","93.42","96.37","93.41","4.85M","3.31%"
